HPDP11  ;89.99;03/09/2020;
HRDF11  ;2.15;03/09/2020;
HSML11  ;93.54;03/09/2020;
HTMX11  ;124.9;03/09/2020;
HUSC11  ;149.1;03/09/2020;
IBFF11  ;74.83;03/09/2020;
IRDM11  ;118.0;03/09/2020;
JRDM11  ;78.7;03/09/2020;
JSRE11  ;99.5;03/09/2020;
KFOF11  ;110.2;03/09/2020;
KINP11  ;15.61;03/09/2020;
KNCR11  ;88.78;03/09/2020;
KNHY11  ;108.77;03/09/2020;
KNIP11  ;110.1;03/09/2020;
KNRE11  ;4.24;03/09/2020;
KNRI11  ;166.0;03/09/2020;
LFTT11  ;101.0;03/09/2020;
LGCP11  ;99.95;03/09/2020;
LUGG11  ;107.0;03/09/2020;
LVBI11  ;121.5;03/09/2020;
LVBI12  ;1.35;03/09/2020;
MALL11  ;93.75;03/09/2020;
MAXR11  ;1949.9;03/09/2020;
MBRF11  ;1268.0;03/09/2020;
MCCI11  ;101.0;03/09/2020;
MFAI11  ;122.79;03/09/2020;
MFII11  ;124.6;03/09/2020;
MGFF11  ;95.0;03/09/2020;
MORE11  ;106.0;03/09/2020;
MXRF11  ;10.6;03/09/2020;
NEWL11  ;103.0;03/09/2020;
NEWU11  ;45.53;03/09/2020;
NSLU11  ;274.75;03/09/2020;
NVHO11  ;13.61;03/09/2020;
ONEF11  ;149.4;03/09/2020;
OUCY11  ;84.5;03/09/2020;
OUFF11  ;85.4;03/09/2020;
OUJP11  ;105.97;03/09/2020;
OULG11  ;91.99;03/09/2020;
PABY11  ;16.1;03/09/2020;
PATC11  ;90.0;03/09/2020;
PATL11  ;98.25;03/09/2020;
PLCR11  ;80.0;03/09/2020;
PLRI11  ;43.24;03/09/2020;
PORD11  ;100.49;03/09/2020;
PQAG11  ;680.0;03/09/2020;
PQDP11  ;3069.99;03/09/2020;
PRSN11B ;0.98;03/09/2020;
PRSV11  ;358.0;03/09/2020;
PVBI11  ;98.7;03/09/2020;
QAGR11  ;83.99;03/09/2020;
RBBV11  ;92.0;03/09/2020;
RBCO11  ;82.4;03/09/2020;
RBDS11  ;32.0;03/09/2020;
RBED11  ;166.78;03/09/2020;
RBFF11  ;72.88;03/09/2020;
RBGS11  ;39.29;03/09/2020;
RBIV11  ;81.7;03/09/2020;
RBRD11  ;72.0;03/09/2020;
RBRF11  ;97.49;03/09/2020;
RBRL11  ;114.8;03/09/2020;
RBRP11  ;90.94;03/09/2020;
RBRR11  ;100.5;03/09/2020;
RBRY11  ;102.48;03/09/2020;
RBVA11  ;116.71;03/09/2020;
RBVO11  ;20.8;03/09/2020;
RCFA11  ;0.88;03/09/2020;
RCRB11  ;179.2;03/09/2020;
RECR11  ;102.78;03/09/2020;
RECT11  ;98.99;03/09/2020;
RFOF11  ;82.5;03/09/2020;
RNDP11  ;901.02;03/09/2020;
RNGO11  ;72.2;03/09/2020;
RVBI11  ;88.0;03/09/2020;
SADI11  ;86.89;03/09/2020;
SARE11  ;102.0;03/09/2020;
SCPF11  ;9.08;03/09/2020;
SDIL11  ;101.73;03/09/2020;
SHPH11  ;945.0;03/09/2020;
SPTW11  ;82.4;03/09/2020;
TEPP11  ;96.45;03/09/2020;
TGAR11  ;133.98;03/09/2020;
THRA11  ;136.48;03/09/2020;
TORD11  ;10.6;03/09/2020;
TRNT11  ;181.0;03/09/2020;
TRXB11  ;108.0;03/09/2020;
TRXF11  ;102.08;03/09/2020;
